PALAVRA;SENTIMENTO
estipule ;0
estique-se ;0
estiramento muscular ; 0.07
estirpe ; 0.953
estocada ;0
estojo ; 0.038
estopa ; 0.053
estoque ;0
estoque comida ; -0.119
estoque de comércio ; 0.022
estoque de natal ;0
estouro de balde ;0
estouro de prato sujo ;0
estouro de torneira ;0
estrabismo ; 0.883
estrada ; 0.078
estrada cruz ; -0.073
estrada da cidade ; 0.048
estrada de aeronaves ; 0.706
estrada de bloco ;0
estrada de carro ; -0.084
estrada de controle ; 0.038
estrada de viagens ; -0.105
estrada departamental ;0
estrada do país ; 0.078
estrada escura ; -0.956
estrada estrada ;0
estrada estreita ; -0.956
estrada lateral ;0
estrada média ;0
estrada oleosa ; -0.988
estrada áspera ; -0.956
estragado ; -0.622
estragar ; -0.61
estragar a comida ;0
estragar o assoalho de madeira ;0
estragou ; -0.983
estrangeiro ; -0.575
estrangulador ; -0.628
estrangular ;0
estranhar ;0
estranhas ; -0.732
estranho ; -0.848
estratagema ; 0.681
estratificados ; -0.838
estrato ; 0.036
estratégia ; 0.681
estratégia pobre ; -0.081
estreia ; 0.093
estreitamento ; 0.592
estreitamento e dobra ; -0.642
estreitar ;0
estreiteza ; -0.905
estrela ; 0.856
estrela-de-anis ; 0.88
estrela-do-mar ;0
estrela do grupo ; 0.031
estrela do rock ; 0.979
estrela filme ;0
estrela lua ; -0.096
estrela planeta ; -0.035
estrelado por ;0
estrelato ;0
estremecer ;0
estrepitante ; 0.043
estressante ; -0.861
estressar ; -0.177
estridente ;0
estridência ; 0.509
estrita ; -0.031
estrofe ;0
estrume ; -0.768
estrutura ; 0.071
estrutura arquitetônica ;0
estrutura arquitetônica para casa ; 0.842
estrutura complexa ; 0.128
estrutura de apoio ;0
estrutura de madeira ;0
estrutura do parque ; 0.051
estudando ; 0.572
estudante ; 0.535
estudante de graduação ;0
estudante do ensino médio ;0
estudante do grupo ;0
estudante sério ;0
estudante universitário ; 0.059
estudar ; 0.572
estudar a língua ;0
estudar biologia ;0
estudar ciências ;0
estudar cuidadosamente ; -0.051
estudar história ;0
estudar matemática ; 0.031
estudem bastante ;0
estudo ; 0.061
estudo animal ;0
estudo da escola ;0
estudo da estrutura ;0
estudo da vida ;0
estudo de assunto ; -0.046
estudo de estudante ;0
estudo físico ; -0.156
estudo medicina ;0
estudo muito ; -0.089
estudo para o exame ;0
estufar ; -0.924
estupefação ; 0.087
estupenda ; 0.775
estupidez ; -0.144
estuários ; 0.902
está bem ; 0.065
está ótimo ; 0.879
estádio ; 0.036
estádio de beisebol ; 0.025
estádio de futebol ; 0.21
estádio desportivo ; 0.027
estágio ;0
estático ; -0.543
estátua ; 0.085
estão obsoletas ; -0.909
estéreo do carro ; 0.868
estética ; 0.074
estético ; 0.596
estímulo de reforço negativo ; 0.583
estímulo de reforço positivo ; 0.583
estímulo positivo ; 0.588
estóico ; -0.893
estômago ;0
estômago cheio ; 0.047
estômago de preenchimento ; 0.858
estômago dolorido ; -0.029
estômago vazio ; -0.614
estúdio de cinema ;0
estúdio de gravação ; 0.741
estúdio de música ; 0.077
estúdio de rádio ; 0.077
estúdio de tv ;0
estúpido ; -0.773
esurience ; 0.768
esvanecer ; -0.638
esvoaçar ;0
etanol ; 0.978
etapa para fora ; -0.089
eterna ; 0.95
eterna flor ; -0.934
eternamente ;0
eternidade ;0
eterno ; 0.95
ethereal ; -0.961
etiqueta ;0
etiqueta de endereço ; 0.058
etiquetador ; 0.044
etnia ; 0.772
eubacteria ; -0.908
eubacterium ; -0.908
eudaemon ; 0.612
eudemon ; 0.673
eudemonism ; 0.601
euforia ; 0.912
eufórico ; 0.661
eukaryota ; -0.12
eureka ; -0.063
euro ;0
euronithopod ; -0.927
evacuação ; -0.753
evangelho ; 0.028
evangelista ; 0.076
evaporar-se ;0
evasão ;0
evento ao ar livre ;0
evento atual ;0
evento de moda ; 0.058
evento de relatório ;0
evento de tempo ; 0.154
evento do calendário ;0
evento especial ; 0.882
evento esportivo ; 0.784
evento formal ; 0.076
evento importante ; 0.044
evento mundial ; 0.915
evento nacional ; -0.183
evento olímpico ; 0.944
evento record ; 0.028
evento religioso ; 0.75
evento social ; 0.158
evento terrível ; -0.923
eventualidade ; 0.809
evidência ; 0.059
eviscerar ; -0.639
evitabilidade ; -0.91
evitando ; 0.649
evitar ;0
evitar a caspa ; 0.702
evitar a cavidade ; -0.159
evitar a detenção ;0
evitar a dor ; -0.972
evitar a falência ; 0.709
evitar a gravidez ;0
evitar a pessoa ; -0.914
evitar a queda ; 0.709
evitar a responsabilidade ; -0.773
evitar acidente ; 0.722
evitar alimentos ; 0.94
evitar briga ; 0.709
evitar compromissos ; -0.998
evitar conversa ; -0.914
evitar gravidez ;0
evitar lesões ; 0.29
evitar o acidente ; 0.039
evitar o conflito ; 0.932
evitar o estresse ; 0.036
evitar o fracasso ; 0.709
evitar o problema ; 0.039
evitar o trabalho ; -0.998
evocar a emoção ; 0.047
evocar um sentimento ; 0.703
evocativa ; 0.709
exacerbar ; -0.125
exaction ; -0.089
exagerar ; -0.777
exalta ; 0.838
exaltar ; 0.645
exame de falhar ; -0.986
exame de sangue ;0
exame falhado ; -0.966
exame final ; -0.057
exame físico ; -0.075
exame médico ; -0.05
exame oral ;0
exames médicos ; 0.747
examinar ; 0.857
examinar a evidência ;0
exaurir-se ; 0.84
exaustão ; -0.133
exaustão de energia ; -0.614
excedente ; 0.522
excelente ; 0.781
excelência ; 0.835
excepcional ; 0.065
exceso ;0
excessiva ; -0.364
excesso de ;0
exceção ; -0.045
exchangeable ; 0.552
excitado ; 0.766
excitar ;0
excitar o jogo ; 0.077
excitação ;0
excitação sexual ;0
excite ; 0.847
excitável ; 0.963
exclamação ; -0.958
excluir ; 0.931
exclusivo ; -0.77
exclusão ; -0.25
exclusão social ; -0.25
excoriate ; -0.992
excrementos de pássaros ;0
excreção ;0
excruciante ; -0.964
exculpação ; -0.798
excursionista ; -0.653
excursionistas ; -0.653
excêntrica ;0
execrável ; -0.906
executando o blackberry ; -0.922
executar ; 0.702
executar a primeira base ; 0.047
executar a tarefa ; -0.04
executar arte ; 0.12
executar ação ; 0.988
executar bem ; 0.808
executar chamadas de longa distância ; -0.857
executar de música ;0
executar lentamente ; -0.092
executar no palco ;0
executar o carro ;0
executar o escritório ; 0.571
executar o jogo ;0
executar o presidente ;0
executar rapidamente ; 0.756
executar serviço ; -0.026
executivo ; 0.674
executivo corporativo ; 0.674
executivo de negócios ; 0.674
execução de base ; 0.213
execução do evento ;0
exemplar ;0
exemplo ;0
exemplo de conjunto ;0
exequibilidade ; -0.968
exercem uma actividade ; 0.998
exercitar-se ; 0.767
exercitar a mente ;0
exercite-se regularmente ; 0.928
exercício ; -0.045
exercício aeróbio ;0
exercício de ar fresco ; 0.989
exercício de boa forma ;0
exercício de entretenimento ; 0.056
exercício de peso ; 0.52
exercício de pé ;0
exercício diário ; -0.077
exercício do divertimento ; 0.94
exercício fisico ; -0.028
exercício mental ; 0.795
exercício muitas vezes ; 0.884
exercício muscular ; 0.056
exercício regular ; -0.065
exercício saudável ;0
exercício vigoroso ;0
exercícios de matemática ; 0.031
exercícios de resistência ; 0.742
exhilarate ; 0.859
exibicionismo ; -0.622
exibir ; 0.044
exibir a riqueza ; 0.03
exibir imagem ; 0.076
exibir informações ; 0.686
exibição de arte ; 0.082
exibição de filme ; 0.826
exibição de televisão ; -0.091
exigem ;0
exigem boa saúde ; 0.881
exigent ;0
exigente ; -0.73
exigir ; -0.781
existência ; 0.078
exonerative ; 0.579
exorbitantes ; -0.891
exorbitância ; -0.501
exorcismo ; -0.983
exorcista ; 0.546
exortando ;0
exortar ; 0.655
exosqueleto ; 0.856
expandir a mente ; 0.97
expandir o conhecimento ; 0.97
expandir o horizonte ; 0.868
expandiu-se ; -0.914
expansividade ;0
expansivo ; 0.824
expansão ; 0.512
expatriado ; -0.514
expectativa ; -0.746
expediente temporário ; -0.973
expedição ;0
expelir ; -0.078
expensiveness ; 0.902
experiemento ; -0.777
experientes ; 0.795
experimentado ; 0.822
experimentado e verdadeiro ; 0.947
experimentador ; 0.846
experimentar ; -0.029
experimentar a alegria ; 0.993
experimentar o medo ;0
experimentar roupa ; 0.879
experimentar roupa nova ; 0.878
experimentar roupas antes de comprar ; 0.151
experimente a emoção ; 0.993
experiência ; 0.995
experiência agradável ; 0.825
experiência cultural ; 0.973
experiência de aprender ; 0.754
experiência de baixa ;0
experiência de vida ; 0.118
experiência humana ;0
experiência nova ; 0.891
experiência religiosa ; 0.571
experto ; 0.891
expiação ; -0.759
expirar ; -0.129
expiração ;0
explicar ; -0.092
explicar a idéia ; 0.858
explicar o assunto ; 0.686
explicar o problema ; -0.079
explicar os detalhes ;0
explicar tudo ; -0.113
explication de texte ; 0.587
explicação ; -0.112
explodido ;0
explodir ; -0.575
explodir balão ; -0.114
exploradora ; 0.069
explorar ; 0.97
explorar a idéia ; 0.035
explorar a natureza ; 0.686
explorar debaixo d'água ; 0.751
explorar o universo ; 0.686
explosão ;0
explosão de dinamite ;0
explícito ; 0.501
expor ;0
expor a pele sol ;0
expor ao sol ; 0.099
expor empurrando ; -0.965
exposição ; 0.058
exposição de alimentos ; 0.53
exposição de cães ;0
expostos ; -0.924
express como engraçado ; 0.701
expressa-se ; 0.707
expressa emoção ; 0.706
expressa idéia ; 0.747
expressar emoção boa ; 0.706
expressar minha gratidão ; 0.942
expressar raiva ; -0.983
expressar sentimento ; 0.829
expressar tristeza ; -0.714
expressiva ; 0.299
expresso ;0
expressão ;0
expressão artística ; 0.681
expressão criativa ; 0.103
expressão de forma ; 0.081
expressão facial ; -0.988
expressão matemática ;0
expropriar ; -0.986
expulsar ; -0.514
expulsão ;0
extender ; -0.036
extensional ; 0.904
extenso ; 0.824
extensão ; 0.828
extenuante ; 0.138
exterior ; 0.152
exterminação ; -0.089
extinguir ;0
extinguir-se ; -0.095
extinguir o fogo ;0
extintas ; -0.622
extinção ; -0.747
extorquir ;0
extorsivos ; -0.891
extorsão ; -0.089
extra ; -0.073
extraordinário ; 0.728
extraterrestre ; -0.654
extrato bancário ; 0.671
extrator ; 0.96
extravagante ;0
extravasar ; 0.788
extremamente caro ; -0.955
extremidade ; 0.11
extremidade afiada ;0
extremidade do corpo ;0
extremista ; -0.911
extremo ;0
extremo oeste ; 0.919
extremoso ;0
extroversão ; -0.648
extrínseco ; -0.732
exuberante ; 0.701
exuberantemente ; 0.512
exultante ; 0.628
exultantemente ; 0.676
exultar ; 0.689
exultação ; 0.732
exultingly ; 0.676
exército marinha ; 0.284
exíguo ; -0.929
exóticas ; 0.816
fabricado ;0
fabricante ; 0.059
fabricante de ;0
fabricante de computador ; 0.074
fabricação ;0
fabrício ; -0.519
fabulosa ; 0.903
faca afiada ;0
faca cirúrgica ; 0.932
faca de amputação ; 0.932
faca de arma ;0
faca de corte ; -0.097
faca de cozinha ; 0.021
faca de facada ; 0.91
faca de manteiga ; 0.035
faccioso ; -0.935
face lateral ;0
face superior ;0
faceta ; 0.026
facetime ; 0.769
facile ; -0.631
facilidade ; -0.568
facilidade de ; -0.726
facilitado ; 0.894
facilmente ; 0.806
faculdade de medicina ;0
faculdade de pós-graduação ; -0.062
fada ; 0.537
fadiga de batalha ; -0.754
fadiga ocular ; -0.936
fadigas ; -0.798
fadinha ; 0.084
fagot ; -0.882
fagulha ; 0.847
faisão ; 0.567
faixa ; -0.534
faixa abdominal ; -0.534
faixa de opções ;0
faixa de preço ; 0.763
fake ; -0.381
fala ; 0.775
fala-se muito ; 1.0
fala a mente ; 0.706
fala amigo ; 0.175
fala companheiro ;0
fala demais ; -0.906
fala muito ;0
fala médico ; -0.182
fala sacanagem ; -0.991
fala vizinho ; -0.131
falador ;0
falando de sono ; -0.531
falar ; -0.081
falar a língua humana ; 0.879
falar alto ; 0.754
falar com a ex mulher ;0
falar com a família ; -0.027
falar com a pessoa ;0
falar com a pessoa de interesse ; 0.103
falar com o advogado ; -0.049
falar com o agente de viagens ;0
falar com outra pessoa ; 0.099
falar com outro ; -0.076
falar de cabeleireiro ; -0.09
falar de cônjuge ;0
falar de homem ; 0.035
falar de longe ; 0.821
falar de si mesmo ; 0.133
falar de telefone ;0
falar de órgão ;0
falar em voz alta ; 0.024
falar escrever ;0
falar inglês ; 0.861
falar língua estrangeira ; 0.985
falar merda ;0
falar no telefone ;0
falarchicanas ;0
falaropo ; 0.786
falaropo-de ; 0.786
falaropo norte ; 0.786
falcão ; 0.993
fale bobagem ; -0.954
fale claramente ; 0.963
fale com ; -0.786
fale com um especialista ; 0.612
faleceu ; 0.041
falha ;0
falha classe ; -0.891
falha de freio ; -0.816
falha de olho ; -0.528
falha do cérebro ; -0.528
falha do motor ; -0.816
falhando ; -0.668
falhar o trabalho ; -0.079
falibilidade ; -0.922
falido ; -0.949
fallaciousness ; -0.551
falou ; -0.034
falsa acusação ; -0.9
falsidade ; -0.837
falsificar ;0
falso ; -0.244
falso-gavial ; -0.853
falso alarme ; -0.11
falso amor ; -0.975
falta ; -0.543
falta a bola ; -0.07
falta a pessoa morta ; -0.968
falta de atenção ; -0.553
falta de atração ; -0.906
falta de brilho ; -0.078
falta de clareza ; -0.587
falta de coincidência ; -0.955
falta de comida ; -0.987
falta de compromisso ; -0.91
falta de confiabilidade ; -0.878
falta de confiança ; -0.918
falta de coração ; -0.774
falta de cuidado ; 0.036
falta de descanso ;0
falta de discernimento ; -0.891
falta de discrição ; -0.891
falta de energia ; -0.863
falta de esforço ; -0.568
falta de exercício ; -0.061
falta de interesse ; -0.078
falta de jeito ; 0.983
falta de juízo ; -0.891
falta de luz ; -0.361
falta de luz vermelha ; -0.921
falta de modéstia ; -0.526
falta de originalidade ; -0.708
falta de ponto ; -0.081
falta de qualidade ; -0.741
falta de sono ; -0.169
falta de uso ; -0.632
falta de água ; -0.061
falta de ônibus ; -0.183
falta dinheiro ; -0.133
falta o pai morto ; -0.968
falta uma pessoa ; -0.968
faltar ao trabalho ;0
faltar às aulas ; -0.761
faltoso ;0
falácia ; -0.777
falácia do homem de palha ; 0.886
falácia lógica ; -0.777
falácia é patético ; -0.777
falência ;0
falível ; -0.831
familiaridade ; 0.02
faminto ; 0.027
famoso ;0
famosos ; 0.772
família ; -0.033
família ao vivo ; 0.09
família de amor ; 0.802
família de apoio ;0
família de mamíferos ; -0.04
família feliz ; 0.937
família scincidae ; -0.03
família tipográfica ;0
fanerogâmicas ;0
fanfarronada ; 0.957
fanfarronice ; 0.742
fang ;0
fantasia ; 0.727
fantasma ; -0.888
fantasmagórica ; -0.93
fantasmagórico ; -0.93
fantoche ; 0.027
fantástico ; 0.88
fanático ; -0.214
fanático religioso ; 0.056
fardo de ombro ; -0.052
farecard ; 0.042
faringite ; -0.821
faringite estreptocócica ; -0.909
farinha ; 0.033
farinha de aveia ; 0.081
farináceos ;0
farisaico ; 0.889
farmácia ; 0.056
farmácia compra ; -0.039
faroeste ; 0.106
farpado ;0
farroupilha ; -0.165
farseeing ; 0.545
fartura ;0
fascinado ; 0.998
fascinar ; 0.566
fascismo ;0
fast-food ; 0.06
fatal ; -0.159
fatalista ; -0.55
fatherliness ; 0.585
fatia de carne ; 0.919
fatiga ; -0.7
fatigado ; 0.835
fatigar ; -0.794
fato ; 0.833
fato certo ; 0.724
fato de ; 0.789
fato de aprender ; 0.928
fato de estado ; -0.137
fato de estudo ; 0.802
fato de reta ; 0.939
fato de reunir ; 0.215
fator de ; 0.824
fatura ; -0.033
faturar ;0
fauna ;0
favo de mel ; 0.039
favor ; 0.63
favor do tribunal ; -0.856
favoravelmente ;0
favoritos ; 0.77
favorável ; 0.596
fawner ; -0.558
fax ; 0.089
faz chorar ; -0.261
faz louco ; -0.096
faz muito barulho ; -0.077
faz o cabelo parecer mais bonita ; -0.025
faz parecer bem ;0
faz sentir feliz ; 0.211
faz suposição ; 0.085
faz tempo ; -0.047
faz vomitar ;0
fazedor de barulho ;0
fazedor de dinheiro ; 0.024
fazedor de paz ; 0.068
fazem bem ; 0.024
fazenda ; 0.975
fazenda de cavalos ; 0.046
fazenda de peixes ; 0.21
fazendo muito barulho ;0
fazer ; -0.031
fazer-se sentir melhor ; 0.767
fazer a apresentação ; 0.686
fazer a barba ; -0.052
fazer a bola ; 0.807
fazer a casa parecer melhor ; -0.069
fazer a colcha ; 0.054
fazer a diferença ; 0.808
fazer a madeira ;0
fazer a mente ; -0.037
fazer a pessoa ; 0.132
fazer a poluição ; -0.92
fazer a venda ; 0.079
fazer a árvore ;0
fazer acontecer ; -0.066
fazer acordos ;0
fazer acreditar ; 0.821
fazer algo ; -0.042
fazer alguém doente ; -0.721
fazer alguém feliz ; 0.802
fazer alguém rir ; 0.853
fazer alguém triste ; -0.308
fazer amigo ; 0.048
fazer amigo feliz ; 0.997
fazer amor cônjuge ; 0.085
fazer ao vivo ;0
fazer as compras ; 0.463
fazer as pazes ; -0.055
fazer avião de papel ;0
fazer bagunça ; -0.784
fazer bagunça de algo ; -0.99
fazer barulho ; -0.925
fazer barulho ou algazarra ; 0.035
fazer batota ; -0.745
fazer bebê ; 0.97
fazer bem ;0
fazer bens ;0
fazer bico ; 0.042
fazer bolo ; 0.061
fazer bonito ; 0.681
fazer bêbado ;0
fazer cachecol ; 0.101
fazer café da manhã ; -0.081
fazer cagada ; -0.05
fazer careta ; -0.08
fazer caril ; 0.922
fazer cartão ; -0.102
fazer casa ; -0.104
fazer casaco ; 0.026
fazer chamada ;0
fazer check-out ; -0.075
fazer chá ; -0.084
fazer coisas ; -0.039
fazer com fome ; 0.766
fazer com que alguém morra ; -0.297
fazer comida ; -0.026
fazer comparação ; 0.807
fazer compostagem ; 0.044
fazer compra ;0
fazer compras ; 0.463
fazer contato ; 0.037
fazer cócegas ;0
fazer cópia ;0
fazer de novo ; -0.031
fazer de tecido ; -0.027
fazer de árvore ;0
fazer declaração ;0
fazer declaração de moda ; 0.742
fazer desejar ;0
fazer desenho ;0
fazer desporto ;0
fazer dinheiro ; 0.96
fazer direito ;0
fazer discurso ; -0.039
fazer escolha ; -0.081
fazer esforço ; -0.073
fazer exame ; -0.031
